DrugsIDs	DrugsNames	Labels
DB01588	Prazepam	Neurotransmitter Agents
DB01588	Prazepam	Psycholeptics
DB01588	Prazepam	Psychotropic Drugs
DB01589	Quazepam	Central Nervous System Agents
DB01589	Quazepam	Central Nervous System Depressants
DB01589	Quazepam	Cytochrome P-450 CYP2C9 Substrates
DB01589	Quazepam	Cytochrome P-450 CYP3A Substrates
DB01589	Quazepam	Cytochrome P-450 CYP3A4 Substrates
DB01589	Quazepam	Cytochrome P-450 Enzyme Inhibitors
DB01589	Quazepam	Nervous System
DB01589	Quazepam	Psycholeptics
DB01590	Everolimus	Anti-Bacterial Agents
DB01590	Everolimus	Antineoplastic Agents
DB01590	Everolimus	Antineoplastic and Immunomodulating Agents
DB01590	Everolimus	Cytochrome P-450 CYP3A Substrates
DB01590	Everolimus	Cytochrome P-450 CYP3A4 Substrates
DB01590	Everolimus	Hyperglycemia-Associated Agents
DB01590	Everolimus	Immunologic Factors
DB01590	Everolimus	Immunosuppressive Agents
DB01590	Everolimus	Myelosuppressive Agents
DB01590	Everolimus	OATP1B1/SLCO1B1 Inhibitors
DB01590	Everolimus	P-glycoprotein/ABCB1 Inhibitors
DB01591	Solifenacin	Adrenergic Antagonists
DB01591	Solifenacin	Agents producing tachycardia
DB01591	Solifenacin	Agents that produce hypertension
DB01591	Solifenacin	Anticholinergic Agents
DB01591	Solifenacin	Cytochrome P-450 CYP3A Substrates
DB01591	Solifenacin	Cytochrome P-450 CYP3A4 Substrates
DB01591	Solifenacin	Genito Urinary System and Sex Hormones
DB01591	Solifenacin	Muscarinic Antagonists
DB01591	Solifenacin	Neurotransmitter Agents
DB01591	Solifenacin	Potential QTc-Prolonging Agents
DB01591	Solifenacin	QTc Prolonging Agents
DB01592	Iron	Alimentary Tract and Metabolism
DB01592	Iron	Blood and Blood Forming Organs
DB01592	Iron	Diet, Food, and Nutrition
DB01592	Iron	Food and Beverages
DB01592	Iron	Physiological Phenomena
DB01593	Zinc	Diet, Food, and Nutrition
DB01593	Zinc	Food and Beverages
DB01593	Zinc	Physiological Phenomena
DB01594	Cinolazepam	Central Nervous System Depressants
DB01594	Cinolazepam	Nervous System
DB01594	Cinolazepam	Psycholeptics
DB01595	Nitrazepam	Central Nervous System Agents
DB01595	Nitrazepam	Central Nervous System Depressants
DB01595	Nitrazepam	Cytochrome P-450 CYP3A Substrates
DB01595	Nitrazepam	Cytochrome P-450 CYP3A4 Substrates
DB01595	Nitrazepam	Cytochrome P-450 Enzyme Inhibitors
DB01595	Nitrazepam	Nervous System
DB01595	Nitrazepam	Neurotransmitter Agents
DB01595	Nitrazepam	Psycholeptics
DB01595	Nitrazepam	Psychotropic Drugs
DB01597	Cilastatin	Cycloparaffins
DB01597	Cilastatin	Enzyme Inhibitors
DB01597	Cilastatin	Fatty Acids
DB01597	Cilastatin	Lipids
DB01598	Imipenem	Agents that reduce seizure threshold
DB01598	Imipenem	Amides
DB01598	Imipenem	Anti-Bacterial Agents
DB01598	Imipenem	Anti-Infective Agents
DB01598	Imipenem	Antibacterials for Systemic Use
DB01598	Imipenem	Antiinfectives for Systemic Use
DB01598	Imipenem	Aza Compounds
DB01598	Imipenem	Azabicyclo Compounds
DB01598	Imipenem	Lactams
DB01598	Imipenem	Neurotoxic agents
DB01598	Imipenem	Sulfur Compounds
DB01599	Probucol	Benzene Derivatives
DB01599	Probucol	Moderate Risk QTc-Prolonging Agents
DB01599	Probucol	Noxae
DB01599	Probucol	Phenols
DB01599	Probucol	Protective Agents
DB01599	Probucol	QTc Prolonging Agents
DB01599	Probucol	Toxic Actions
DB01600	Tiaprofenic acid	Acids, Acyclic
DB01600	Tiaprofenic acid	Agents causing hyperkalemia
DB01600	Tiaprofenic acid	Agents that produce hypertension
DB01600	Tiaprofenic acid	Analgesics
DB01600	Tiaprofenic acid	Analgesics, Non-Narcotic
DB01600	Tiaprofenic acid	Anti-Inflammatory Agents
DB01600	Tiaprofenic acid	Central Nervous System Agents
DB01600	Tiaprofenic acid	Fatty Acids
DB01600	Tiaprofenic acid	Fatty Acids, Volatile
DB01600	Tiaprofenic acid	Lipids
DB01600	Tiaprofenic acid	Musculo-Skeletal System
DB01600	Tiaprofenic acid	Nephrotoxic agents
DB01600	Tiaprofenic acid	Peripheral Nervous System Agents
DB01600	Tiaprofenic acid	Sensory System Agents
DB01601	Lopinavir	Anti-Infective Agents
DB01601	Lopinavir	Antiinfectives for Systemic Use
DB01601	Lopinavir	Cytochrome P-450 CYP2C19 Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP2C8 Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP2C9 Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP2D6 Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP3A Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP3A Substrates
DB01601	Lopinavir	Cytochrome P-450 CYP3A4 Inhibitors
DB01601	Lopinavir	Cytochrome P-450 CYP3A4 Substrates
DB01601	Lopinavir	Cytochrome P-450 Enzyme Inducers
DB01601	Lopinavir	Cytochrome P-450 Enzyme Inhibitors
DB01601	Lopinavir	Enzyme Inhibitors
DB01601	Lopinavir	Hyperglycemia-Associated Agents
DB01601	Lopinavir	Nephrotoxic agents
DB01601	Lopinavir	OATP1B1/SLCO1B1 Inhibitors
DB01601	Lopinavir	P-glycoprotein/ABCB1 Inhibitors
DB01601	Lopinavir	Pyrimidines
DB01601	Lopinavir	QTc Prolonging Agents
DB01602	Bacampicillin	Amides
DB01602	Bacampicillin	Anti-Bacterial Agents
DB01602	Bacampicillin	Anti-Infective Agents
DB01602	Bacampicillin	Antibacterials for Systemic Use
DB01602	Bacampicillin	Antiinfectives for Systemic Use
DB01602	Bacampicillin	Aza Compounds
DB01602	Bacampicillin	Azabicyclo Compounds
DB01602	Bacampicillin	Lactams
DB01602	Bacampicillin	Sulfur Compounds
DB01603	Meticillin	Amides
DB01603	Meticillin	Anti-Bacterial Agents
DB01603	Meticillin	Anti-Infective Agents
DB01603	Meticillin	Antibacterials for Systemic Use
DB01603	Meticillin	Antiinfectives for Systemic Use
DB01603	Meticillin	Aza Compounds
DB01603	Meticillin	Azabicyclo Compounds
DB01603	Meticillin	Lactams
DB01603	Meticillin	Sulfur Compounds
DB01604	Pivampicillin	Amides
DB01604	Pivampicillin	Anti-Bacterial Agents
DB01604	Pivampicillin	Anti-Infective Agents
DB01604	Pivampicillin	Antibacterials for Systemic Use
DB01604	Pivampicillin	Antiinfectives for Systemic Use
DB01604	Pivampicillin	Aza Compounds
DB01604	Pivampicillin	Azabicyclo Compounds
DB01604	Pivampicillin	Lactams
DB01604	Pivampicillin	Sulfur Compounds
DB01605	Pivmecillinam	Amides
DB01605	Pivmecillinam	Anti-Bacterial Agents
DB01605	Pivmecillinam	Anti-Infective Agents
DB01605	Pivmecillinam	Antibacterials for Systemic Use
DB01605	Pivmecillinam	Antiinfectives for Systemic Use
DB01605	Pivmecillinam	Aza Compounds
DB01605	Pivmecillinam	Azabicyclo Compounds
DB01605	Pivmecillinam	Lactams
DB01605	Pivmecillinam	Sulfur Compounds
DB01606	Tazobactam	Amides
DB01606	Tazobactam	Anti-Bacterial Agents
DB01606	Tazobactam	Anti-Infective Agents
DB01606	Tazobactam	Antibacterials for Systemic Use
DB01606	Tazobactam	Antiinfectives for Systemic Use
DB01606	Tazobactam	Aza Compounds
DB01606	Tazobactam	Azabicyclo Compounds
DB01606	Tazobactam	Enzyme Inhibitors
DB01606	Tazobactam	Lactams
DB01606	Tazobactam	Sulfur Compounds
DB01607	Ticarcillin	Amides
DB01607	Ticarcillin	Anti-Bacterial Agents
DB01607	Ticarcillin	Anti-Infective Agents
DB01607	Ticarcillin	Antibacterials for Systemic Use
DB01607	Ticarcillin	Antiinfectives for Systemic Use
DB01607	Ticarcillin	Aza Compounds
DB01607	Ticarcillin	Azabicyclo Compounds
DB01607	Ticarcillin	Lactams
DB01607	Ticarcillin	Sulfur Compounds
DB01608	Periciazine	Adrenergic Antagonists
DB01608	Periciazine	Agents that produce hypertension
DB01608	Periciazine	Central Nervous System Depressants
DB01608	Periciazine	Nervous System
DB01608	Periciazine	Neurotoxic agents
DB01608	Periciazine	Psycholeptics
DB01608	Periciazine	Sulfur Compounds
DB01609	Deferasirox	Acids, Carbocyclic
DB01609	Deferasirox	Benzene Derivatives
DB01609	Deferasirox	Cytochrome P-450 CYP1A2 Inhibitors
DB01609	Deferasirox	Cytochrome P-450 CYP2C8 Inhibitors
DB01609	Deferasirox	Cytochrome P-450 CYP3A Inducers
DB01609	Deferasirox	Cytochrome P-450 CYP3A4 Inducers
DB01609	Deferasirox	Cytochrome P-450 Enzyme Inducers
DB01609	Deferasirox	Cytochrome P-450 Enzyme Inhibitors
DB01610	Valganciclovir	Agents that reduce seizure threshold
DB01610	Valganciclovir	Anti-Infective Agents
DB01610	Valganciclovir	Antiinfectives for Systemic Use
DB01610	Valganciclovir	Purines
DB01611	Hydroxychloroquine	Anti-Infective Agents
DB01611	Hydroxychloroquine	Cytochrome P-450 CYP2D6 Inhibitors
DB01611	Hydroxychloroquine	Cytochrome P-450 Enzyme Inhibitors
DB01611	Hydroxychloroquine	Enzyme Inhibitors
DB01611	Hydroxychloroquine	Immunosuppressive Agents
DB01611	Hydroxychloroquine	P-glycoprotein/ABCB1 Inhibitors
DB01611	Hydroxychloroquine	Potential QTc-Prolonging Agents
DB01611	Hydroxychloroquine	QTc Prolonging Agents
DB01612	Amyl Nitrite	Acids
DB01612	Amyl Nitrite	Acids, Noncarboxylic
DB01612	Amyl Nitrite	Anions
DB01612	Amyl Nitrite	Cardiovascular Agents
DB01612	Amyl Nitrite	Electrolytes
DB01612	Amyl Nitrite	Hypotensive Agents
DB01612	Amyl Nitrite	Ions
DB01612	Amyl Nitrite	Vasodilating Agents
DB01613	Erythrityl tetranitrate	Acids
DB01613	Erythrityl tetranitrate	Acids, Noncarboxylic
DB01613	Erythrityl tetranitrate	Alcohols
DB01613	Erythrityl tetranitrate	Anions
DB01613	Erythrityl tetranitrate	Carbohydrates
DB01613	Erythrityl tetranitrate	Cardiovascular Agents
DB01613	Erythrityl tetranitrate	Electrolytes
DB01613	Erythrityl tetranitrate	Ions
DB01613	Erythrityl tetranitrate	Vasodilating Agents
DB01614	Acepromazine	Adrenergic Antagonists
DB01614	Acepromazine	Agents that produce hypertension
DB01614	Acepromazine	Central Nervous System Agents
DB01614	Acepromazine	Central Nervous System Depressants
DB01614	Acepromazine	Nervous System
DB01614	Acepromazine	Neurotoxic agents
DB01614	Acepromazine	Neurotransmitter Agents
DB01614	Acepromazine	Psycholeptics
DB01614	Acepromazine	Psychotropic Drugs
DB01614	Acepromazine	Serotonin Agents
DB01614	Acepromazine	Sulfur Compounds
DB01615	Aceprometazine	Central Nervous System Agents
DB01615	Aceprometazine	Central Nervous System Depressants
DB01615	Aceprometazine	Histamine Antagonists
DB01615	Aceprometazine	Moderate Risk QTc-Prolonging Agents
DB01615	Aceprometazine	Neurotoxic agents
DB01615	Aceprometazine	Neurotransmitter Agents
DB01615	Aceprometazine	Psychotropic Drugs
DB01615	Aceprometazine	QTc Prolonging Agents
DB01615	Aceprometazine	Sulfur Compounds
DB01616	Alverine	Alimentary Tract and Metabolism
DB01616	Alverine	Amines
DB01616	Alverine	Autonomic Agents
DB01616	Alverine	Central Nervous System Depressants
DB01616	Alverine	Peripheral Nervous System Agents
DB01616	Alverine	Serotonin Agents
DB01618	Molindone	Central Nervous System Agents
DB01618	Molindone	Central Nervous System Depressants
DB01618	Molindone	Nervous System
DB01618	Molindone	Neurotoxic agents
DB01618	Molindone	Psycholeptics
DB01618	Molindone	Psychotropic Drugs
DB01619	Phenindamine	Histamine Antagonists
DB01619	Phenindamine	Neurotransmitter Agents
DB01620	Pheniramine	Dermatologicals
DB01620	Pheniramine	Histamine Antagonists
DB01620	Pheniramine	Neurotransmitter Agents
DB01620	Pheniramine	Potential QTc-Prolonging Agents
DB01620	Pheniramine	Pyridines
DB01620	Pheniramine	QTc Prolonging Agents
DB01621	Pipotiazine	Central Nervous System Depressants
DB01621	Pipotiazine	Cytochrome P-450 CYP2D6 Inhibitors
DB01621	Pipotiazine	Cytochrome P-450 CYP2D6 Substrates
DB01621	Pipotiazine	Cytochrome P-450 CYP3A Substrates
DB01621	Pipotiazine	Cytochrome P-450 CYP3A4 Substrates
DB01621	Pipotiazine	Cytochrome P-450 Enzyme Inhibitors
DB01621	Pipotiazine	Hyperglycemia-Associated Agents
DB01621	Pipotiazine	Nervous System
DB01621	Pipotiazine	Neurotoxic agents
DB01621	Pipotiazine	Psycholeptics
DB01621	Pipotiazine	Sulfur Compounds
DB01622	Thioproperazine	Adrenergic Antagonists
DB01622	Thioproperazine	Agents that produce hypertension
DB01622	Thioproperazine	Central Nervous System Depressants
DB01622	Thioproperazine	Nervous System
DB01622	Thioproperazine	Neurotoxic agents
DB01622	Thioproperazine	Psycholeptics
DB01622	Thioproperazine	Serotonin Agents
DB01622	Thioproperazine	Sulfur Compounds
DB01623	Thiothixene	Central Nervous System Agents
DB01623	Thiothixene	Central Nervous System Depressants
DB01623	Thiothixene	Cytochrome P-450 CYP1A2 Substrates
DB01623	Thiothixene	Cytochrome P-450 CYP2D6 Inhibitors
DB01623	Thiothixene	Cytochrome P-450 Enzyme Inhibitors
DB01623	Thiothixene	Nervous System
DB01623	Thiothixene	Neurotoxic agents
DB01623	Thiothixene	Neurotransmitter Agents
DB01623	Thiothixene	Potential QTc-Prolonging Agents
DB01623	Thiothixene	Psycholeptics
DB01623	Thiothixene	Psychotropic Drugs
DB01623	Thiothixene	QTc Prolonging Agents
DB01623	Thiothixene	Sulfur Compounds
DB01624	Zuclopenthixol	Adrenergic Antagonists
DB01624	Zuclopenthixol	Agents that produce hypertension
DB01624	Zuclopenthixol	Central Nervous System Agents
DB01624	Zuclopenthixol	Central Nervous System Depressants
DB01624	Zuclopenthixol	Cytochrome P-450 CYP2D6 Substrates
DB01624	Zuclopenthixol	Cytochrome P-450 CYP3A Substrates
DB01624	Zuclopenthixol	Cytochrome P-450 CYP3A4 Substrates
DB01624	Zuclopenthixol	Histamine Antagonists
DB01624	Zuclopenthixol	Nervous System
DB01624	Zuclopenthixol	Neurotoxic agents
DB01624	Zuclopenthixol	Neurotransmitter Agents
DB01624	Zuclopenthixol	Psycholeptics
DB01624	Zuclopenthixol	Psychotropic Drugs
DB01624	Zuclopenthixol	QTc Prolonging Agents
DB01624	Zuclopenthixol	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01624	Zuclopenthixol	Serotonin Agents
DB01624	Zuclopenthixol	Sulfur Compounds
DB01625	Isopropamide	Agents producing tachycardia
DB01625	Isopropamide	Alimentary Tract and Metabolism
DB01625	Isopropamide	Amines
DB01625	Isopropamide	Anticholinergic Agents
DB01625	Isopropamide	Muscarinic Antagonists
DB01626	Pargyline	Agents that produce hypertension
DB01626	Pargyline	Agents that reduce seizure threshold
DB01626	Pargyline	Amines
DB01626	Pargyline	Antihypertensive Agents
DB01626	Pargyline	Benzene Derivatives
DB01626	Pargyline	Cardiovascular Agents
DB01626	Pargyline	Central Nervous System Depressants
DB01626	Pargyline	Enzyme Inhibitors
DB01626	Pargyline	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB01627	Lincomycin	Anti-Bacterial Agents
DB01627	Lincomycin	Anti-Infective Agents
DB01627	Lincomycin	Antibacterials for Systemic Use
DB01627	Lincomycin	Antiinfectives for Systemic Use
DB01627	Lincomycin	Carbohydrates
DB01627	Lincomycin	Enzyme Inhibitors
DB01627	Lincomycin	Glycosides
DB01627	Lincomycin	Neurotoxic agents
DB01628	Etoricoxib	Agents causing hyperkalemia
DB01628	Etoricoxib	Agents that produce hypertension
DB01628	Etoricoxib	Analgesics
DB01628	Etoricoxib	Analgesics, Non-Narcotic
DB01628	Etoricoxib	Anti-Inflammatory Agents
DB01628	Etoricoxib	Central Nervous System Agents
DB01628	Etoricoxib	Cytochrome P-450 CYP1A2 Substrates
DB01628	Etoricoxib	Cytochrome P-450 CYP2C19 Inhibitors
DB01628	Etoricoxib	Cytochrome P-450 CYP2C9 Inhibitors
DB01628	Etoricoxib	Cytochrome P-450 CYP2C9 Substrates
DB01628	Etoricoxib	Cytochrome P-450 CYP2D6 Inhibitors
DB01628	Etoricoxib	Cytochrome P-450 CYP3A Inhibitors
DB01628	Etoricoxib	Cytochrome P-450 CYP3A Substrates
DB01628	Etoricoxib	Cytochrome P-450 CYP3A4 Inhibitors
DB01628	Etoricoxib	Cytochrome P-450 CYP3A4 Substrates
DB01628	Etoricoxib	Cytochrome P-450 Enzyme Inhibitors
DB01628	Etoricoxib	Enzyme Inhibitors
DB01628	Etoricoxib	Musculo-Skeletal System
DB01628	Etoricoxib	Nephrotoxic agents
DB01628	Etoricoxib	Peripheral Nervous System Agents
DB01628	Etoricoxib	Sensory System Agents
DB01628	Etoricoxib	Sulfur Compounds
DB01629	5-Fluorouridine	Carbohydrates
DB01629	5-Fluorouridine	Glycosides
DB01629	5-Fluorouridine	Nucleic Acids, Nucleotides, and Nucleosides
DB01629	5-Fluorouridine	Nucleosides
DB01629	5-Fluorouridine	Pyrimidines
DB01630	SC-74020	Amides
DB01630	SC-74020	Amines
DB01630	SC-74020	Hydroxy Acids
DB01630	SC-74020	Sulfones
DB01630	SC-74020	Sulfur Compounds
DB01632	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	Carbohydrates
DB01638	Sorbitol	Alcohols
DB01638	Sorbitol	Alimentary Tract and Metabolism
DB01638	Sorbitol	Blood and Blood Forming Organs
DB01638	Sorbitol	Carbohydrates
DB01638	Sorbitol	Diet, Food, and Nutrition
DB01638	Sorbitol	Food and Beverages
DB01638	Sorbitol	Gastrointestinal Agents
DB01638	Sorbitol	Physiological Phenomena
DB01643	Thymidine monophosphate	Carbohydrates
DB01643	Thymidine monophosphate	Glycosides
DB01643	Thymidine monophosphate	Nucleic Acids, Nucleotides, and Nucleosides
DB01643	Thymidine monophosphate	Pyrimidines
DB01645	Genistein	Antineoplastic Agents
DB01645	Genistein	Cytochrome P-450 CYP1A2 Inhibitors
DB01645	Genistein	Cytochrome P-450 CYP1A2 Substrates
DB01645	Genistein	Cytochrome P-450 CYP2C8 Inhibitors
DB01645	Genistein	Cytochrome P-450 CYP2C9 Inhibitors
DB01645	Genistein	Cytochrome P-450 CYP3A Inducers
DB01645	Genistein	Cytochrome P-450 CYP3A4 Inducers
DB01645	Genistein	Cytochrome P-450 Enzyme Inducers
DB01645	Genistein	Cytochrome P-450 Enzyme Inhibitors
DB01645	Genistein	Enzyme Inhibitors
DB01645	Genistein	Hormones
DB01645	Genistein	Hormones, Hormone Substitutes, and Hormone Antagonists
DB01645	Genistein	OATP1B1/SLCO1B1 Inhibitors
DB01645	Genistein	P-glycoprotein/ABCB1 Inhibitors
DB01645	Genistein	Protective Agents
DB01645	Genistein	Pyrans
DB01646	N-Acetylmethionine	Amino Acids
DB01646	N-Acetylmethionine	Amino Acids, Peptides, and Proteins
DB01646	N-Acetylmethionine	Sulfur Compounds
DB01652	4-Hydroxybenzoyl Coenzyme A	Carbohydrates
DB01652	4-Hydroxybenzoyl Coenzyme A	Enzymes and Coenzymes
DB01652	4-Hydroxybenzoyl Coenzyme A	Glycosides
DB01652	4-Hydroxybenzoyl Coenzyme A	Nucleic Acids, Nucleotides, and Nucleosides
DB01652	4-Hydroxybenzoyl Coenzyme A	Purines
DB01656	Roflumilast	Acids, Carbocyclic
DB01656	Roflumilast	Amides
DB01656	Roflumilast	Amines
DB01656	Roflumilast	Benzene Derivatives
DB01656	Roflumilast	Benzoates
DB01656	Roflumilast	Cycloparaffins
DB01656	Roflumilast	Cytochrome P-450 CYP3A Substrates
DB01656	Roflumilast	Cytochrome P-450 CYP3A4 Substrates
DB01656	Roflumilast	Pyridines
DB01661	1-(5-phospho-D-ribosyl)-ATP	Carbohydrates
DB01661	1-(5-phospho-D-ribosyl)-ATP	Glycosides
DB01661	1-(5-phospho-D-ribosyl)-ATP	Nucleic Acids, Nucleotides, and Nucleosides
DB01661	1-(5-phospho-D-ribosyl)-ATP	Purines
DB01667	8-azaguanine	Antineoplastic Agents
DB01667	8-azaguanine	Aza Compounds
DB01667	8-azaguanine	Cytochrome P-450 CYP1A2 Substrates
DB01667	8-azaguanine	Noxae
DB01667	8-azaguanine	Purines
DB01667	8-azaguanine	Toxic Actions
DB01669	Virginiamycin M1	Amino Acids, Peptides, and Proteins
DB01669	Virginiamycin M1	Anti-Bacterial Agents
DB01669	Virginiamycin M1	Anti-Infective Agents
DB01669	Virginiamycin M1	Peptides
DB01670	Propyl acetate	Acids, Acyclic
DB01670	Propyl acetate	Fatty Acids
DB01670	Propyl acetate	Fatty Acids, Volatile
DB01670	Propyl acetate	Lipids
DB01675	Methacrylyl-Coenzyme A	Carbohydrates
DB01675	Methacrylyl-Coenzyme A	Enzymes and Coenzymes
DB01675	Methacrylyl-Coenzyme A	Glycosides
DB01675	Methacrylyl-Coenzyme A	Nucleic Acids, Nucleotides, and Nucleosides
DB01675	Methacrylyl-Coenzyme A	Purines
DB01676	Trinitrotoluene	Benzene Derivatives
DB01677	Fumaric Acid	Acids, Acyclic
DB01677	Fumaric Acid	Dermatologicals
DB01681	Benzene Hexacarboxylic Acid	Acids, Carbocyclic
DB01681	Benzene Hexacarboxylic Acid	Benzene Derivatives
DB01683	Chymostatin	Amino Acids, Peptides, and Proteins
DB01683	Chymostatin	Enzyme Inhibitors
DB01683	Chymostatin	Peptides
DB01685	Topiroxostat	Cytochrome P-450 CYP2C19 Inhibitors
DB01685	Topiroxostat	Cytochrome P-450 CYP2C8 Inhibitors
DB01685	Topiroxostat	Cytochrome P-450 CYP2C9 Inhibitors
DB01685	Topiroxostat	Cytochrome P-450 CYP3A Inhibitors
DB01685	Topiroxostat	Cytochrome P-450 CYP3A4 Inhibitors
DB01685	Topiroxostat	Cytochrome P-450 Enzyme Inhibitors
DB01686	N,N-dimethylarginine	Amino Acids
DB01686	N,N-dimethylarginine	Amino Acids, Peptides, and Proteins
DB01686	N,N-dimethylarginine	Enzyme Inhibitors
DB01688	P-Cresol	Benzene Derivatives
DB01688	P-Cresol	Phenols
DB01692	Dithioerythritol	Alcohols
DB01692	Dithioerythritol	Carbohydrates
DB01692	Dithioerythritol	Glycosides
DB01692	Dithioerythritol	Sulfur Compounds
DB01698	Rutin	Cytochrome P-450 CYP2C8 Inhibitors
DB01698	Rutin	Cytochrome P-450 CYP3A Inhibitors
DB01698	Rutin	Cytochrome P-450 CYP3A4 Inhibitors
DB01698	Rutin	Cytochrome P-450 Enzyme Inhibitors
DB01698	Rutin	Pyrans
DB01700	AICA ribonucleotide	Carbohydrates
DB01700	AICA ribonucleotide	Glycosides
DB01700	AICA ribonucleotide	Nucleic Acids, Nucleotides, and Nucleosides
DB01708	Prasterone	Adrenal Cortex Hormones
DB01708	Prasterone	Alimentary Tract and Metabolism
DB01708	Prasterone	Cytochrome P-450 CYP3A Inhibitors
DB01708	Prasterone	Cytochrome P-450 CYP3A Substrates
DB01708	Prasterone	Cytochrome P-450 CYP3A4 Substrates
DB01708	Prasterone	Cytochrome P-450 CYP3A7 Substrates
DB01708	Prasterone	Cytochrome P-450 Enzyme Inhibitors
DB01708	Prasterone	Genito Urinary System and Sex Hormones
DB01708	Prasterone	Hormones
DB01708	Prasterone	Hormones, Hormone Substitutes, and Hormone Antagonists
DB01708	Prasterone	Immunologic Factors
DB01708	Prasterone	Steroids
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol	Alcohols
DB01711	2,3,4,5,6-Pentafluorobenzyl Alcohol	Benzene Derivatives
DB01718	Cetrimonium	Amines
DB01718	Cetrimonium	Anti-Infective Agents
DB01718	Cetrimonium	Dermatologicals
DB01726	2-Aminophenol	Amines
DB01726	2-Aminophenol	Benzene Derivatives
DB01726	2-Aminophenol	Phenols
DB01727	Isocitric Acid	Acids, Acyclic
DB01738	Phosphorylcolamine	Alcohols
DB01738	Phosphorylcolamine	Amines
DB01738	Phosphorylcolamine	Amino Alcohols
DB01744	Camphor	Anti-Infective Agents
DB01744	Camphor	Complex Mixtures
DB01744	Camphor	Terpenes
DB01747	Coprogen	Amines
DB01747	Coprogen	Hydroxy Acids
DB01752	S-adenosyl-L-homocysteine	Amino Acids
DB01752	S-adenosyl-L-homocysteine	Amino Acids, Peptides, and Proteins
DB01752	S-adenosyl-L-homocysteine	Carbohydrates
DB01752	S-adenosyl-L-homocysteine	Glycosides
DB01752	S-adenosyl-L-homocysteine	Nucleic Acids, Nucleotides, and Nucleosides
DB01752	S-adenosyl-L-homocysteine	Nucleosides
DB01752	S-adenosyl-L-homocysteine	Purines
DB01752	S-adenosyl-L-homocysteine	Sulfur Compounds
DB01759	Kojic acid	Protective Agents
DB01759	Kojic acid	Pyrans
DB01764	Dalfopristin	Amino Acids, Peptides, and Proteins
DB01764	Dalfopristin	Anti-Bacterial Agents
DB01764	Dalfopristin	Anti-Infective Agents
DB01764	Dalfopristin	Cytochrome P-450 CYP3A Inhibitors
DB01764	Dalfopristin	Cytochrome P-450 CYP3A4 Inhibitors
DB01764	Dalfopristin	Cytochrome P-450 Enzyme Inhibitors
DB01764	Dalfopristin	Peptides
DB01775	Dihydroxyacetone	Carbohydrates
DB01776	M-Cresol	Benzene Derivatives
DB01776	M-Cresol	Phenols
DB01780	Fusicoccin	Carbohydrates
DB01783	Pantothenic acid	Alimentary Tract and Metabolism
DB01783	Pantothenic acid	Amino Acids
DB01783	Pantothenic acid	Amino Acids, Peptides, and Proteins
DB01783	Pantothenic acid	Dermatologicals
DB01783	Pantothenic acid	Diet, Food, and Nutrition
DB01783	Pantothenic acid	Food and Beverages
DB01783	Pantothenic acid	Physiological Phenomena
DB01785	Dimethylallyl Diphosphate	Terpenes
DB01791	Piclamilast	Acids, Carbocyclic
DB01791	Piclamilast	Amides
DB01791	Piclamilast	Benzene Derivatives
DB01791	Piclamilast	Benzoates
DB01791	Piclamilast	Enzyme Inhibitors
DB01796	Quinolinic Acid	Pyridines
DB01816	Castanospermine	Analgesics
DB01816	Castanospermine	Analgesics, Non-Narcotic
DB01816	Castanospermine	Anti-Inflammatory Agents
DB01816	Castanospermine	Central Nervous System Agents
DB01816	Castanospermine	Enzyme Inhibitors
DB01816	Castanospermine	Immunologic Factors
DB01816	Castanospermine	Immunosuppressive Agents
DB01816	Castanospermine	Peripheral Nervous System Agents
DB01816	Castanospermine	Sensory System Agents
DB01819	Phosphoenolpyruvate	Hydroxy Acids
DB01828	Methylamine	Amines
DB01829	Desulfo-Coenzyme A	Carbohydrates
DB01829	Desulfo-Coenzyme A	Enzymes and Coenzymes
DB01829	Desulfo-Coenzyme A	Glycosides
DB01829	Desulfo-Coenzyme A	Nucleic Acids, Nucleotides, and Nucleosides
DB01829	Desulfo-Coenzyme A	Purines
DB01839	Propylene glycol	Alcohols
DB01840	2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate	Alcohols
DB01840	2-Deoxy-D-Glucitol 6-(E)-Vinylhomophosphonate	Carbohydrates
DB01844	N,N-dimethylformamide	Acids, Acyclic
DB01844	N,N-dimethylformamide	Amides
DB01853	Bacteriochlorophyll A	Amino Acids, Peptides, and Proteins
DB01853	Bacteriochlorophyll A	Biological Factors
DB01853	Bacteriochlorophyll A	Proteins
DB01856	Pimelic Acid	Acids, Acyclic
DB01859	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	Alcohols
DB01859	4-Diphosphocytidyl-2-C-Methyl-D-Erythritol 2-Phosphate	Carbohydrates
DB01860	Cordycepin Triphosphate	Carbohydrates
DB01860	Cordycepin Triphosphate	Glycosides
